ID tích hợp,Thời gian,Kho lấy hàng,Thành phố,Quận huyện,Mã sản phẩm,Ngành,Hãng,Mã chung,Mã riêng,Chiết khấu,Giá,Giá sau CK,Số lượng,Giá trị đơn hàng,Tiền chiết khấu,Tiền đặt cọc,Tổng thu,Ghi chú của CSKH,Trạng thái,Chăm sóc KH,Thiếu,Thieu,DH thiếu,Ngày xác nhận,Thời gian xác nhận,Nguồn đơn hàng,Column1
hd208774,01-02-21 15:15,2 HCM-HHT-KD-V.2,Hồ Chí Minh,Quận Bình Tân,RAM-HYP-FURY-BL-1X8G-2666,RAM,HYPERX,,,,"890,000","990,000",1,"20,110,000","300,000",,"20,110,000",,Hệ thống hủy,Nguyễn Thế Dân, -   , -   , -   ,01-02-21 15:46,0:00:00,OTHER,
hd208774,01-02-21 15:15,2 HCM-HHT-KD-V.2,Hồ Chí Minh,Quận Bình Tân,VGA-ASU-GTX1660S-TUF3-O6G-GAMING,VGA,ASUS,,,,"7,290,000","990,000",1,"20,110,000","300,000",,"20,110,000",,Hệ thống hủy,Nguyễn Thế Dân, -   , -   , -   ,01-02-21 15:46,0:00:00,OTHER,
hd208774,01-02-21 15:15,2 HCM-HHT-KD-V.2,Hồ Chí Minh,Quận Bình Tân,SSD-PATRI-P210-256G-SATA3,SSD,PATRIOT,,,,"790,000","990,000",1,"20,110,000","300,000",,"20,110,000",,Hệ thống hủy,Nguyễn Thế Dân, -   , -   , -   ,01-02-21 15:46,0:00:00,OTHER,
hd208774,01-02-21 15:15,2 HCM-HHT-KD-V.2,Hồ Chí Minh,Quận Bình Tân,HDD-WD-BLUE-1TB,HDD,WD,,B,,"980,000","3,190,000",1,"20,110,000","300,000",,"20,110,000",,Hệ thống hủy,Nguyễn Thế Dân, -   , -   , -   ,01-02-21 15:46,0:00:00,OTHER,
hd208774,01-02-21 15:15,2 HCM-HHT-KD-V.2,Hồ Chí Minh,Quận Bình Tân,PW-SILV-ST65F-650W,PW,SILVERSTONE,,,,"1,190,000","790,000",1,"20,110,000","300,000",,"20,110,000",,Hệ thống hủy,Nguyễn Thế Dân, -   , -   , -   ,01-02-21 15:46,0:00:00,OTHER,
hd208774,01-02-21 15:15,2 HCM-HHT-KD-V.2,Hồ Chí Minh,Quận Bình Tân,VO-XIG-NYX-3F-RGB,VO,XIGMATEK,,,,"520,000","850,000",1,"20,110,000","300,000",,"20,110,000",,Hệ thống hủy,Nguyễn Thế Dân, -   , -   , -   ,01-02-21 15:46,0:00:00,OTHER,
hd208774,01-02-21 15:15,2 HCM-HHT-KD-V.2,Hồ Chí Minh,Quận Bình Tân,FAN-CM-SICK-120-ARGB-SINGLE,FAN,COOLER MASTER,,,,"350,000","100,000",1,"20,110,000","300,000",,"20,110,000",,Hệ thống hủy,Nguyễn Thế Dân, -   , -   , -   ,01-02-21 15:46,0:00:00,OTHER,
hd208774,01-02-21 15:15,2 HCM-HHT-KD-V.2,Hồ Chí Minh,Quận Bình Tân,MAN-SAM-22-LF22T450-IPS-75HZ,MAN,SAMSUNG,,,,"2,790,000","100,000",1,"20,110,000","300,000",,"20,110,000",,Hệ thống hủy,Nguyễn Thế Dân, -   , -   , -   ,01-02-21 15:46,0:00:00,OTHER,
hd208774,01-02-21 15:15,2 HCM-HHT-KD-V.2,Hồ Chí Minh,Quận Bình Tân,PK-CROSSLINE-GIA-TREO-GREY,PK,CROSSLINE,,,,"180,000","100,000",1,"20,110,000","300,000",,"20,110,000",,Hệ thống hủy,Nguyễn Thế Dân, -   , -   , -   ,01-02-21 15:46,0:00:00,OTHER,
hd208780,01-02-21 15:15,3 HCM-HVT-KD,Hải Phòng,Quận Ngô Quyền,CHU-DAR-EM901-RGB-PINK,CHU,DAREU,,,,"640,000","100,000",1,"2,130,000",,,"2,130,000",,Thành công,Trần Anh Vũ, -   , -   , -   ,01-02-21 15:18,0:00:00,OTHER,
hd208780,01-02-21 15:15,3 HCM-HVT-KD,Hải Phòng,Quận Ngô Quyền,CHU-COR-M65RGB-ELITE-WHITE,CHU,CORSAIR,,,,"1,490,000","790,000",1,"2,130,000",,,"2,130,000",,Thành công,Trần Anh Vũ, -   , -   , -   ,01-02-21 15:18,0:00:00,OTHER,
hd208781,01-02-21 15:15,8 HCM-CQ-KD,Hồ Chí Minh,Quận 1,CHU-LOG-G102-LIGHTSYNC-BLACK,CHU,LOGITECH,,,,"400,000","380,000",1,"400,000",,,"400,000",,Thành công,Võ Quốc Khánh, -   , -   , -   ,01-02-21 15:17,0:00:00,SHOWROOMHHT,
hd208779,01-02-21 15:13,8 HCM-CQ-KD,Hồ Chí Minh,Quận Bình Thạnh,CHU-LOG-G703-HERO,CHU,LOGITECH,,,,"1,790,000","360,000",1,"1,790,000",,,"1,790,000",,Thành công,TRẦN ANH HÀO, -   , -   , -   ,01-02-21 15:15,0:00:00,SHOWROOMHHT,
hd208617-1,01-02-21 15:13,3 HCM-HVT-KD,Hồ Chí Minh,Quận 8,MB-ASU-EX-H410M-V3,MB,ASUS,H410,,,"1,550,000","4,290,000",1,"15,900,000","160,000",,"15,900,000",,Thành công,Nguyễn Ngọc Chi, -   , -   , -   ,01-02-21 15:17,0:00:00,OTHER,
hd208617-1,01-02-21 15:13,3 HCM-HVT-KD,Hồ Chí Minh,Quận 8,CPU-INT-i3-10100,CPU,INTEL,i3,,,"3,190,000","180,000",1,"15,900,000","160,000",,"15,900,000",,Thành công,Nguyễn Ngọc Chi, -   , -   , -   ,01-02-21 15:17,0:00:00,OTHER,
hd208617-1,01-02-21 15:13,3 HCM-HVT-KD,Hồ Chí Minh,Quận 8,RAM-HYP-FURY-BL-1X8G-2666,RAM,HYPERX,,,,"890,000","5,290,000",1,"15,900,000","160,000",,"15,900,000",,Thành công,Nguyễn Ngọc Chi, -   , -   , -   ,01-02-21 15:17,0:00:00,OTHER,
hd208617-1,01-02-21 15:13,3 HCM-HVT-KD,Hồ Chí Minh,Quận 8,VGA-MSI-GTX1650-D6-VENT-XS-OC-4G-V1,VGA,MSI,,,,"3,990,000","3,990,000",1,"15,900,000","160,000",,"15,900,000",,Thành công,Nguyễn Ngọc Chi, -   , -   , -   ,01-02-21 15:17,27:16:35,OTHER,
hd208617-1,01-02-21 15:13,3 HCM-HVT-KD,Hồ Chí Minh,Quận 8,SSD-PNY-CS900-120-SATA,SSD,PNY,,,,"550,000","2,090,000",1,"15,900,000","160,000",,"15,900,000",,Thành công,Nguyễn Ngọc Chi, -   , -   , -   ,01-02-21 15:17,1:55:38,OTHER,
hd208617-1,01-02-21 15:13,3 HCM-HVT-KD,Hồ Chí Minh,Quận 8,PW-DEE-DN450-80-PLUS,PW,DEEPCOOL,,,,"890,000","850,000",1,"15,900,000","160,000",,"15,900,000",,Thành công,Nguyễn Ngọc Chi, -   , -   , -   ,01-02-21 15:17,2:03:43,OTHER,
hd208617-1,01-02-21 15:13,3 HCM-HVT-KD,Hồ Chí Minh,Quận 8,VO-XIG-VENTUS-3FC,VO,XIGMATEK,,,,"740,000","690,000",1,"15,900,000","160,000",,"15,900,000",,Thành công,Nguyễn Ngọc Chi, -   , -   , -   ,01-02-21 15:17,2:03:43,OTHER,
hd208617-1,01-02-21 15:13,3 HCM-HVT-KD,Hồ Chí Minh,Quận 8,HDD-SEAG-BARA-1TB,HDD,SEAGATE,,,,"980,000","100,000",1,"15,900,000","160,000",,"15,900,000",,Thành công,Nguyễn Ngọc Chi, -   , -   , -   ,01-02-21 15:17,2:03:43,OTHER,
hd208617-1,01-02-21 15:13,3 HCM-HVT-KD,Hồ Chí Minh,Quận 8,MAN-VIE-VA2432-H,MAN,VIEWSONIC,,,,"2,550,000","370,000",1,"15,900,000","160,000",,"15,900,000",,Thành công,Nguyễn Ngọc Chi, -   , -   , -   ,01-02-21 15:17,2:10:58,OTHER,
hd208617-1,01-02-21 15:13,3 HCM-HVT-KD,Hồ Chí Minh,Quận 8,TBM-ASUS-PCE-AX3000-PCI-E-WIFI6-TRAY,TBM,ASUS,,,,"730,000","23,490,000",1,"15,900,000","160,000",,"15,900,000",,Thành công,Nguyễn Ngọc Chi, -   , -   , -   ,01-02-21 15:17,3:08:49,OTHER,
hd208617-1,01-02-21 15:13,3 HCM-HVT-KD,Hồ Chí Minh,Quận 8,KB-DAR-LK185,KB,DAREU,,,, -   , -   ,1,"15,900,000","160,000",,"15,900,000",,Thành công,Nguyễn Ngọc Chi, -   , -   , -   ,01-02-21 15:17,3:08:49,OTHER,
hd208617-1,01-02-21 15:13,3 HCM-HVT-KD,Hồ Chí Minh,Quận 8,TAI-ZIDLI-ZH7RB,TAI,ZIDLI,,,, -   , -   ,1,"15,900,000","160,000",,"15,900,000",,Thành công,Nguyễn Ngọc Chi, -   , -   , -   ,01-02-21 15:17,3:08:49,OTHER,
hd208617-1,01-02-21 15:13,3 HCM-HVT-KD,Hồ Chí Minh,Quận 8,CHU-DAR-LM115G-BK,CHU,DAREU,,,, -   ,"1,520,000",1,"15,900,000","160,000",,"15,900,000",,Thành công,Nguyễn Ngọc Chi, -   , -   , -   ,01-02-21 15:17,0:00:00,OTHER,
hd208778,01-02-21 15:11,3 HCM-HVT-KD,Hồ Chí Minh,Quận Tân Bình,MAN-VIE-VA2419-IPS,MAN,VIEWSONIC,,,,"2,550,000","5,790,000",1,"2,550,000",,,"2,550,000",,Thành công,Võ Ngọc Hải, -   , -   , -   ,01-02-21 15:16,2:03:28,OTHER,
hd208777,01-02-21 15:09,6 HN-TH-KD,Hà Nội,Quận Cầu Giấy,TBM-CABLE-ORICO-5M-DEP,TBM,ORICO,,,,"70,000", -   ,1,"70,000",,,"70,000",,Thành công,Nguyễn Thế Nam, -   , -   , -   ,01-02-21 16:10,2:03:28,OTHER,
hd208775,01-02-21 15:07,6 HN-TH-KD,Hà Nội,Quận Nam Từ Liêm,LOA-CREA-T100,LOA,CREATIVE,,,,"3,080,000","990,000",1,"2,190,000","890,000",,"2,190,000",,Thành công,Trần Cao Cường, -   , -   , -   ,01-02-21 15:22,2:27:55,OTHER,
hd208496-2,01-02-21 15:00,3 HCM-HVT-KD,Hồ Chí Minh,Quận 8,MB-GIG-B460M-AORUS-PRO-REV1,MB,GIGABYTE,B460,,,"2,590,000","12,990,000",1,"26,970,000","1,180,000",,"26,970,000",,Thành công,Nguyễn Ngọc Chi, -   , -   , -   ,01-02-21 15:01,2:28:00,SHOWROOMHHT,
hd208496-2,01-02-21 15:00,3 HCM-HVT-KD,Hồ Chí Minh,Quận 8,CPU-INT-i5-10400F,CPU,INTEL,i5,,,"4,090,000","4,590,000",1,"26,970,000","1,180,000",,"26,970,000",,Thành công,Nguyễn Ngọc Chi, -   , -   , -   ,01-02-21 15:01,2:14:52,SHOWROOMHHT,
hd208496-2,01-02-21 15:00,3 HCM-HVT-KD,Hồ Chí Minh,Quận 8,RAM-HYP-FURY-BL-1X8G-2666,RAM,HYPERX,,,,"890,000","790,000",1,"26,970,000","1,180,000",,"26,970,000",,Thành công,Nguyễn Ngọc Chi, -   , -   , -   ,01-02-21 15:01,2:14:52,SHOWROOMHHT,
hd208496-2,01-02-21 15:00,3 HCM-HVT-KD,Hồ Chí Minh,Quận 8,VGA-GIG-RTX2060S-WF-OC-8G,VGA,GIGABYTE,,,,"10,990,000", -   ,1,"26,970,000","1,180,000",,"26,970,000",,Thành công,Nguyễn Ngọc Chi, -   , -   , -   ,01-02-21 15:01,2:14:52,SHOWROOMHHT,
hd208496-2,01-02-21 15:00,3 HCM-HVT-KD,Hồ Chí Minh,Quận 8,SSD-PNY-CS900-240-SATA,SSD,PNY,,,,"890,000","400,000",1,"26,970,000","1,180,000",,"26,970,000",,Thành công,Nguyễn Ngọc Chi, -   , -   , -   ,01-02-21 15:01,0:38:36,SHOWROOMHHT,
hd208496-2,01-02-21 15:00,3 HCM-HVT-KD,Hồ Chí Minh,Quận 8,PW-SILV-ST65F-650W,PW,SILVERSTONE,,,,"1,190,000","990,000",1,"26,970,000","1,180,000",,"26,970,000",,Thành công,Nguyễn Ngọc Chi, -   , -   , -   ,01-02-21 15:01,0:04:36,SHOWROOMHHT,
hd208496-2,01-02-21 15:00,3 HCM-HVT-KD,Hồ Chí Minh,Quận 8,TN-DEE-GAMMAXX-GTE-V2,TN,DEEPCOOL,,B,,"690,000","2,446,590",1,"26,970,000","1,180,000",,"26,970,000",,Thành công,Nguyễn Ngọc Chi, -   , -   , -   ,01-02-21 15:01,3:18:22,SHOWROOMHHT,
hd208496-2,01-02-21 15:00,3 HCM-HVT-KD,Hồ Chí Minh,Quận 8,VO-XIG-OMG-AQUA,VO,XIGMATEK,,i5,,"790,000","3,580,146",1,"26,970,000","1,180,000",,"26,970,000",,Thành công,Nguyễn Ngọc Chi, -   , -   , -   ,01-02-21 15:01,3:18:22,SHOWROOMHHT,
hd208496-2,01-02-21 15:00,3 HCM-HVT-KD,Hồ Chí Minh,Quận 8,FAN-XIG-X20F-RGB,FAN,XIGMATEK,,,,"100,000","935,183",1,"26,970,000","1,180,000",,"26,970,000",,Thành công,Nguyễn Ngọc Chi, -   , -   , -   ,01-02-21 15:01,3:18:22,SHOWROOMHHT,
hd208496-2,01-02-21 15:00,3 HCM-HVT-KD,Hồ Chí Minh,Quận 8,FAN-XIG-X20F-RGB,FAN,XIGMATEK,,,,"100,000","12,270,737",1,"26,970,000","1,180,000",,"26,970,000",,Thành công,Nguyễn Ngọc Chi, -   , -   , -   ,01-02-21 15:01,3:18:22,SHOWROOMHHT,
hd208496-2,01-02-21 15:00,3 HCM-HVT-KD,Hồ Chí Minh,Quận 8,FAN-XIG-X20F-RGB,FAN,XIGMATEK,,,,"100,000","1,124,109",1,"26,970,000","1,180,000",,"26,970,000",,Thành công,Nguyễn Ngọc Chi, -   , -   , -   ,01-02-21 15:01,3:18:22,SHOWROOMHHT,
hd208496-2,01-02-21 15:00,3 HCM-HVT-KD,Hồ Chí Minh,Quận 8,KB-LOG-G610-BLU,KB,LOGITECH,,,,"1,740,000","651,794",1,"26,970,000","1,180,000",,"26,970,000",,Thành công,Nguyễn Ngọc Chi, -   , -   , -   ,01-02-21 15:01,3:18:22,SHOWROOMHHT,
hd208496-2,01-02-21 15:00,3 HCM-HVT-KD,Hồ Chí Minh,Quận 8,MAN-LG-27MP59G-P,MAN,LG,,,,"3,990,000","557,331",1,"26,970,000","1,180,000",,"26,970,000",,Thành công,Nguyễn Ngọc Chi, -   , -   , -   ,01-02-21 15:01,3:18:22,SHOWROOMHHT,
hd206043-1,01-02-21 14:59,8 HCM-CQ-KD,Hồ Chí Minh,Quận 1,MB-ASU-EX-H410M-V3,MB,ASUS,H410,,,"1,550,000","94,463",1,"10,760,000","470,000",,"10,760,000",,Thành công,Lê Quang Hoàng Dũng, -   , -   , -   ,01-02-21 15:07,3:18:22,SHOWROOMHHT,
hd206043-1,01-02-21 14:59,8 HCM-CQ-KD,Hồ Chí Minh,Quận 1,CPU-INT-i3-10100,CPU,INTEL,i3,,,"3,190,000","94,463",1,"10,760,000","470,000",,"10,760,000",,Thành công,Lê Quang Hoàng Dũng, -   , -   , -   ,01-02-21 15:07,3:18:22,SHOWROOMHHT,
hd206043-1,01-02-21 14:59,8 HCM-CQ-KD,Hồ Chí Minh,Quận 1,RAM-GSK-RIPJAWS-V-1X8-2800,RAM,G.SKILL,,,,"1,090,000","94,463",1,"10,760,000","470,000",,"10,760,000",,Thành công,Lê Quang Hoàng Dũng, -   , -   , -   ,01-02-21 15:07,3:18:22,SHOWROOMHHT,
hd206043-1,01-02-21 14:59,8 HCM-CQ-KD,Hồ Chí Minh,Quận 1,SSD-PNY-CS900-120-SATA,SSD,PNY,,,,"550,000","94,463",1,"10,760,000","470,000",,"10,760,000",,Thành công,Lê Quang Hoàng Dũng, -   , -   , -   ,01-02-21 15:07,3:18:22,SHOWROOMHHT,
hd206043-1,01-02-21 14:59,8 HCM-CQ-KD,Hồ Chí Minh,Quận 1,PW-DEE-DN450-80-PLUS,PW,DEEPCOOL,,,,"890,000","746,258",1,"10,760,000","470,000",,"10,760,000",,Thành công,Lê Quang Hoàng Dũng, -   , -   , -   ,01-02-21 15:07,3:18:22,SHOWROOMHHT,
hd206043-1,01-02-21 14:59,8 HCM-CQ-KD,Hồ Chí Minh,Quận 1,VO-XIG-XA-20-ATX,VO,XIGMATEK,,,,"330,000","990,000",1,"10,760,000","470,000",,"10,760,000",,Thành công,Lê Quang Hoàng Dũng, -   , -   , -   ,01-02-21 15:07,0:01:35,SHOWROOMHHT,
hd206043-1,01-02-21 14:59,8 HCM-CQ-KD,Hồ Chí Minh,Quận 1,FAN-XIG-X20C-RGB,FAN,XIGMATEK,,B,,"100,000","2,446,590",1,"10,760,000","470,000",,"10,760,000",,Thành công,Lê Quang Hoàng Dũng, -   , -   , -   ,01-02-21 15:07,3:22:15,SHOWROOMHHT,
hd206043-1,01-02-21 14:59,8 HCM-CQ-KD,Hồ Chí Minh,Quận 1,HDD-WD-BLUE-1TB,HDD,WD,,i5,,"980,000","3,580,146",1,"10,760,000","470,000",,"10,760,000",,Thành công,Lê Quang Hoàng Dũng, -   , -   , -   ,01-02-21 15:07,3:22:15,SHOWROOMHHT,
hd206043-1,01-02-21 14:59,8 HCM-CQ-KD,Hồ Chí Minh,Quận 1,MAN-VIE-VA2419-IPS,MAN,VIEWSONIC,,,,"2,550,000","935,183",1,"10,760,000","470,000",,"10,760,000",,Thành công,Lê Quang Hoàng Dũng, -   , -   , -   ,01-02-21 15:07,3:22:15,SHOWROOMHHT,
hd206043-1,01-02-21 14:59,8 HCM-CQ-KD,Hồ Chí Minh,Quận 1,KB-NEWMEN-T260,KB,NEWMEN,,,, -   ,"12,270,737",1,"10,760,000","470,000",,"10,760,000",,Thành công,Lê Quang Hoàng Dũng, -   , -   , -   ,01-02-21 15:07,3:22:15,SHOWROOMHHT,
hd208773,01-02-21 14:58,2 HCM-HHT-KD-V.2,Hồ Chí Minh,Quận Tân Phú,VO-DEE-MATREXX-50-ADD-RGB-4F,VO,DEEPCOOL,,,,"1,490,000","1,124,109",1,"1,490,000",,,"1,490,000",,Thành công,NGUYỄN THANH TRÚC, -   , -   , -   ,01-02-21 14:59,3:22:15,SHOWROOMHHT,
hd208772,01-02-21 14:55,2 HCM-HHT-KD-V.2,Hồ Chí Minh,Quận 3,CHU-DAR-LM115G-BK,CHU,DAREU,,,,"150,000","651,794",1,"150,000",,,"150,000",,Thành công,NGUYỄN THANH TRÚC, -   , -   , -   ,01-02-21 14:56,3:22:15,SHOWROOMHHT,
hd208771,01-02-21 14:53,3 HCM-HVT-KD,Cà Mau,Huyện Đầm Dơi,KB-FUH-G900L-BLUE,KB,FUHLEN,,,,"600,000","557,331",1,"600,000",,,"600,000",,Thành công,Nguyễn Thế Vinh, -   , -   , -   ,01-02-21 15:57,3:22:15,OTHER,
hd208770,01-02-21 14:50,8 HCM-CQ-KD,Hồ Chí Minh,Quận Bình Tân,KB-STE-APEX-7-RED,KB,STEELSERIES,,,,"3,690,000","94,463",1,"3,690,000",,,"3,690,000",,Hệ thống hủy,Võ Quốc Khánh, -   , -   , -   ,01-02-21 20:03,3:22:15,OTHER,
hd208769,01-02-21 14:49,3 HCM-HVT-KD,Hồ Chí Minh,Quận 6,TBM-ASUS-PCE-AX3000-PCI-E-WIFI6-TRAY,TBM,ASUS,,,,"730,000","94,463",1,"730,000",,,"730,000",,Thành công,Trần Anh Vũ, -   , -   , -   ,01-02-21 14:51,3:22:15,OTHER,
hd208758,01-02-21 14:49,8 HCM-CQ-KD,Đồng Nai,Huyện Nhơn Trạch,LAP-ASU-VIVO-A515EA-BQ489T,LAP,ASUS,,,,"13,890,000","94,463",1,"13,890,000",,,"13,890,000",,Thành công,Võ Quốc Khánh, -   , -   , -   ,01-02-21 14:54,3:22:15,HARAVAN,
hd208758,01-02-21 14:49,8 HCM-CQ-KD,Đồng Nai,Huyện Nhơn Trạch,TAI-SONY-MDREX155AP,TAI,SONY,,,, -   ,"94,463",1,"13,890,000",,,"13,890,000",,Thành công,Võ Quốc Khánh, -   , -   , -   ,01-02-21 14:54,3:22:15,HARAVAN,
hd208758,01-02-21 14:49,8 HCM-CQ-KD,Đồng Nai,Huyện Nhơn Trạch,CHU-DAR-LM115G-BK,CHU,DAREU,,,, -   ,"746,258",1,"13,890,000",,,"13,890,000",,Thành công,Võ Quốc Khánh, -   , -   , -   ,01-02-21 14:54,3:22:15,HARAVAN,
hd208758,01-02-21 14:49,8 HCM-CQ-KD,Đồng Nai,Huyện Nhơn Trạch,TUI-GEARVN-SHOCK-15,TUI,GEARVN,,,, -   ,"790,000",1,"13,890,000",,,"13,890,000",,Thành công,Võ Quốc Khánh, -   , -   , -   ,01-02-21 14:54,2:20:50,HARAVAN,
hd208767,01-02-21 14:49,2 HCM-HHT-KD-V.2,Hồ Chí Minh,Quận 5,LC-RAZ-SPHEXV2-MINI,LC,RAZER,,,,"250,000","150,000",1,"250,000",,,"250,000",,Thành công,Nguyễn Anh Nguyên, -   , -   , -   ,01-02-21 17:57,2:20:50,HARAVAN,
hd208768,01-02-21 14:47,8 HCM-CQ-KD,Hồ Chí Minh,Huyện Hóc Môn,CHU-LOG-G102-LIGHTSYNC-BLACK,CHU,LOGITECH,,,,"400,000","23,490,000",1,"400,000",,,"400,000",,Thành công,TRẦN ANH HÀO, -   , -   , -   ,01-02-21 14:50,0:19:33,SHOWROOMHHT,
hd208766,01-02-21 14:45,3 HCM-HVT-KD,Hồ Chí Minh,Quận Tân Bình,MB-MSI-H410M-A-PRO,MB,MSI,H410,,,"1,550,000", -   ,1,"10,990,000","590,000",,"10,990,000",,Thành công,Võ Ngọc Hải, -   , -   , -   ,01-02-21 18:23,0:19:33,SHOWROOMHHT,
hd208766,01-02-21 14:45,3 HCM-HVT-KD,Hồ Chí Minh,Quận Tân Bình,VGA-MSI-GTX1650-D6-VENT-XS-OC-4G-V1,VGA,MSI,,,,"3,990,000", -   ,1,"10,990,000","590,000",,"10,990,000",,Thành công,Võ Ngọc Hải, -   , -   , -   ,01-02-21 18:23,0:19:33,SHOWROOMHHT,
hd208766,01-02-21 14:45,3 HCM-HVT-KD,Hồ Chí Minh,Quận Tân Bình,SSD-PNY-CS900-120-SATA,SSD,PNY,,,,"550,000","790,000",1,"10,990,000","590,000",,"10,990,000",,Thành công,Võ Ngọc Hải, -   , -   , -   ,01-02-21 18:23,2:39:22,SHOWROOMHHT,
hd208766,01-02-21 14:45,3 HCM-HVT-KD,Hồ Chí Minh,Quận Tân Bình,PW-DEE-DN450-80-PLUS,PW,DEEPCOOL,,Z,,"890,000","4,413,699",1,"10,990,000","590,000",,"10,990,000",,Thành công,Võ Ngọc Hải, -   , -   , -   ,01-02-21 18:23,6:41:03,SHOWROOMHHT,
hd208766,01-02-21 14:45,3 HCM-HVT-KD,Hồ Chí Minh,Quận Tân Bình,VO-XIG-XA-20-ATX,VO,XIGMATEK,,i7,,"330,000","8,163,900",1,"10,990,000","590,000",,"10,990,000",,Thành công,Võ Ngọc Hải, -   , -   , -   ,01-02-21 18:23,6:41:03,SHOWROOMHHT,
hd208766,01-02-21 14:45,3 HCM-HVT-KD,Hồ Chí Minh,Quận Tân Bình,CPU-INT-i3-10100F,CPU,INTEL,i3,,,"2,290,000","1,144,292",1,"10,990,000","590,000",,"10,990,000",,Thành công,Võ Ngọc Hải, -   , -   , -   ,01-02-21 18:23,6:41:03,SHOWROOMHHT,
hd208766,01-02-21 14:45,3 HCM-HVT-KD,Hồ Chí Minh,Quận Tân Bình,RAM-HYP-FURY-BL-1X8G-2666,RAM,HYPERX,,,,"890,000","663,497",1,"10,990,000","590,000",,"10,990,000",,Thành công,Võ Ngọc Hải, -   , -   , -   ,01-02-21 18:23,6:41:03,SHOWROOMHHT,
hd208766,01-02-21 14:45,3 HCM-HVT-KD,Hồ Chí Minh,Quận Tân Bình,RAM-HYP-FURY-BL-1X8G-2666,RAM,HYPERX,,,,"890,000","1,048,133",1,"10,990,000","590,000",,"10,990,000",,Thành công,Võ Ngọc Hải, -   , -   , -   ,01-02-21 18:23,6:41:03,SHOWROOMHHT,
hd208766,01-02-21 14:45,3 HCM-HVT-KD,Hồ Chí Minh,Quận Tân Bình,FAN-XIG-X20F-RGB,FAN,XIGMATEK,,,,"100,000","942,358",1,"10,990,000","590,000",,"10,990,000",,Thành công,Võ Ngọc Hải, -   , -   , -   ,01-02-21 18:23,6:41:03,SHOWROOMHHT,
hd208766,01-02-21 14:45,3 HCM-HVT-KD,Hồ Chí Minh,Quận Tân Bình,FAN-XIG-X20F-RGB,FAN,XIGMATEK,,,,"100,000","836,583",1,"10,990,000","590,000",,"10,990,000",,Thành công,Võ Ngọc Hải, -   , -   , -   ,01-02-21 18:23,6:41:03,SHOWROOMHHT,
hd208765,01-02-21 14:39,2 HCM-HHT-KD-V.2,Hồ Chí Minh,Quận Gò Vấp,TN-CM-L2,TN,COOLER MASTER,,,,"450,000","96,159",1,"450,000",,,"450,000",,Thành công,Phạm Ngọc Hiếu, -   , -   , -   ,01-02-21 14:39,6:41:03,SHOWROOMHHT,
hd208764,01-02-21 14:37,2 HCM-HHT-KD-V.2,Hồ Chí Minh,Huyện Bình Chánh,TAI-DAR-EH925-PRO-RGB,TAI,DAREU,,,,"990,000","96,159",1,"990,000",,,"990,000",,Thành công,NGUYỄN THANH TRÚC, -   , -   , -   ,01-02-21 15:03,6:41:03,SHOWROOMHHT,
hd208754,01-02-21 14:37,3 HCM-HVT-KD,Hồ Chí Minh,Quận 6,MAN-AOC-Q32V3,MAN,AOC,,,,"4,990,000","96,159",1,"5,140,000","400,000",,"5,140,000",doi man HCQL7HA000008,Thành công,Trần Anh Vũ, -   , -   , -   ,01-02-21 14:38,6:41:03,HARAVAN,
hd208754,01-02-21 14:37,3 HCM-HVT-KD,Hồ Chí Minh,Quận 6,KB-DAR-EK87-PINK-WHITE-R,KB,DAREU,,,,"550,000","817,352",1,"5,140,000","400,000",,"5,140,000",doi man HCQL7HA000008,Thành công,Trần Anh Vũ, -   , -   , -   ,01-02-21 14:38,6:41:03,HARAVAN,
hd208761,01-02-21 14:36,8 HCM-CQ-KD,Đồng Nai,Thành phố Biên Hòa,CHU-LOG-G304-WL-WHITE,CHU,LOGITECH,,,,"790,000","1,105,829",1,"790,000",,,"790,000",,Thành công,Trần Thiện Tý, -   , -   , -   ,01-02-21 14:40,6:41:03,SHOWROOMHHT,
hd208763,01-02-21 14:35,3 HCM-HVT-KD,Long An,Thành phố Tân An,TAI-RAZ-HAMER-DUO,TAI,RAZER,,,,"1,490,000","1,105,829",1,"1,490,000",,,"1,490,000",,Thành công,Nguyễn Thế Vinh, -   , -   , -   ,01-02-21 14:37,6:41:03,HARAVAN,
hd208762,01-02-21 14:34,2 HCM-HHT-KD-V.2,,,MB-ASU-PRIME-A320M-K,MB,ASUS,,,,"1,190,000","8,558,152",1,"13,240,000","660,000",,"13,240,000",thieu day,Hệ thống hủy,NGUYỄN THANH TRÚC, -   , -   , -   ,01-02-21 14:46,6:41:03,SHOWROOMHHT,
hd208762,01-02-21 14:34,2 HCM-HHT-KD-V.2,,,CPU-AMD-RYZ-3-3100,CPU,AMD,,,,"2,590,000","3,355,950",1,"13,240,000","660,000",,"13,240,000",thieu day,Hệ thống hủy,NGUYỄN THANH TRÚC, -   , -   , -   ,01-02-21 14:46,6:41:03,SHOWROOMHHT,
hd208762,01-02-21 14:34,2 HCM-HHT-KD-V.2,,,RAM-HYP-FURY-BL-1X8G-2666,RAM,HYPERX,,,,"890,000","3,355,949",1,"13,240,000","660,000",,"13,240,000",thieu day,Hệ thống hủy,NGUYỄN THANH TRÚC, -   , -   , -   ,01-02-21 14:46,6:41:03,SHOWROOMHHT,
